basin,key,lat,lon,soil_chi,veg_frac_obs,lai_obs_mean
uf_02,38.40625_-122.15625,38.40625,-122.15625,2.44884816106401,0.3499999940395355,1.5653971
uf_02,38.40625_-122.21875,38.40625,-122.21875,2.4991732916640643,0.47999998927116394,2.183548
uf_02,38.40625_-122.28125,38.40625,-122.28125,2.433097174017135,0.23000000417232513,1.1852657
uf_02,38.46875_-122.09375,38.46875,-122.09375,2.4698039625145913,0.33000001311302185,1.4978398
uf_02,38.46875_-122.15625,38.46875,-122.15625,2.3165139275458775,0.3700000047683716,1.5389036
uf_02,38.46875_-122.21875,38.46875,-122.21875,2.4990060280787265,0.3499999940395355,1.3136861
uf_02,38.46875_-122.28125,38.46875,-122.28125,2.499642089657698,0.4300000071525574,2.7354438
uf_02,38.53125_-122.09375,38.53125,-122.09375,2.4999674995927728,0.3400000035762787,1.0607218
uf_02,38.53125_-122.15625,38.53125,-122.15625,2.353549635437596,0.3400000035762787,0.6367
uf_02,38.53125_-122.21875,38.53125,-122.21875,2.3528513069965644,0.36000001430511475,1.0716529
uf_02,38.53125_-122.28125,38.53125,-122.28125,2.180517215546557,0.3100000023841858,1.5227257
uf_02,38.53125_-122.34375,38.53125,-122.34375,2.0766189702175613,0.4699999988079071,1.5935187
uf_02,38.53125_-122.40625,38.53125,-122.40625,1.992132899686456,0.4399999976158142,2.018899
uf_02,38.59375_-122.09375,38.59375,-122.09375,2.4871633792328556,0.23000000417232513,1.183992
uf_02,38.59375_-122.15625,38.59375,-122.15625,2.071752028368736,0.2800000011920929,1.2959713
uf_02,38.59375_-122.21875,38.59375,-122.21875,2.4995594724362857,0.0,1.0768697
uf_02,38.59375_-122.28125,38.59375,-122.28125,2.496265418670224,0.23999999463558197,1.0768697
uf_02,38.59375_-122.34375,38.59375,-122.34375,2.157046902892643,0.4000000059604645,1.1055616
uf_02,38.59375_-122.40625,38.59375,-122.40625,2.203235583398774,0.4300000071525574,1.5973252
uf_02,38.59375_-122.46875,38.59375,-122.46875,2.4558959257337336,0.23000000417232513,1.3265574
uf_02,38.59375_-122.53125,38.59375,-122.53125,2.06016280249685,0.33000001311302185,1.8320192
uf_02,38.65625_-122.15625,38.65625,-122.15625,2.4914796470052205,0.4099999964237213,1.2676638
uf_02,38.65625_-122.21875,38.65625,-122.21875,2.3612867712853403,0.3400000035762787,0.9881964
uf_02,38.65625_-122.28125,38.65625,-122.28125,2.485475260266361,0.20999999344348907,0.6117737
uf_02,38.65625_-122.34375,38.65625,-122.34375,2.295718913345648,0.3100000023841858,0.87644464
uf_02,38.65625_-122.40625,38.65625,-122.40625,2.3383060255268426,0.36000001430511475,1.0650246
uf_02,38.65625_-122.46875,38.65625,-122.46875,2.3954772431773623,0.4399999976158142,1.1574564
uf_02,38.65625_-122.53125,38.65625,-122.53125,2.4845026179558793,0.3199999928474426,1.524409
uf_02,38.65625_-122.59375,38.65625,-122.59375,2.4938500965727077,0.75,3.183613
uf_02,38.65625_-122.65625,38.65625,-122.65625,2.49999982231234,0.4399999976158142,2.9134102
uf_02,38.71875_-122.21875,38.71875,-122.21875,2.240374903827267,0.3799999952316284,1.1512666
uf_02,38.71875_-122.28125,38.71875,-122.28125,2.382294214454034,0.3499999940395355,0.9880219
uf_02,38.71875_-122.34375,38.71875,-122.34375,2.3173161269340197,0.41999998688697815,0.7403271
uf_02,38.71875_-122.40625,38.71875,-122.40625,2.3540639127564353,0.23000000417232513,0.9417267
uf_02,38.71875_-122.46875,38.71875,-122.46875,2.4218447517441186,0.25999999046325684,1.0151092
uf_02,38.71875_-122.53125,38.71875,-122.53125,2.4947145484482505,0.49000000953674316,1.0655565
uf_02,38.71875_-122.59375,38.71875,-122.59375,2.4770328948431963,0.4300000071525574,1.517538
uf_02,38.71875_-122.65625,38.71875,-122.65625,2.4685293916500837,0.550000011920929,2.7978806
uf_02,38.71875_-122.71875,38.71875,-122.71875,1.970190567897501,0.5,1.6740663
uf_02,38.78125_-122.21875,38.78125,-122.21875,2.489312397635863,0.36000001430511475,1.1399066
uf_02,38.78125_-122.28125,38.78125,-122.28125,2.381819089199433,0.0,1.030182
uf_02,38.78125_-122.34375,38.78125,-122.34375,2.123974638472177,0.5600000023841858,1.2299048
uf_02,38.78125_-122.40625,38.78125,-122.40625,1.9492684895252281,0.33000001311302185,0.76613605
uf_02,38.78125_-122.46875,38.78125,-122.46875,2.4963483544501535,0.2800000011920929,0.8481548
uf_02,38.78125_-122.53125,38.78125,-122.53125,2.1948563255089573,0.3700000047683716,1.0716481
uf_02,38.78125_-122.59375,38.78125,-122.59375,2.476025251843865,0.41999998688697815,0.933444
uf_02,38.78125_-122.65625,38.78125,-122.65625,1.9076993984510553,0.27000001072883606,1.0230596
uf_02,38.78125_-122.71875,38.78125,-122.71875,1.9176896590528132,0.38999998569488525,1.392558
uf_02,38.84375_-122.28125,38.84375,-122.28125,2.4863643216971885,0.25999999046325684,1.0430679
uf_02,38.84375_-122.34375,38.84375,-122.34375,2.491764678899643,0.3499999940395355,1.0228333
uf_02,38.84375_-122.40625,38.84375,-122.40625,1.8083633624639501,0.3499999940395355,0.81124175
uf_02,38.84375_-122.46875,38.84375,-122.46875,2.4913584408475797,0.25999999046325684,0.8966613
uf_02,38.84375_-122.53125,38.84375,-122.53125,2.464647850000712,0.0,1.1169077
uf_02,38.84375_-122.59375,38.84375,-122.59375,1.9715602159485968,0.33000001311302185,1.209642
uf_02,38.84375_-122.65625,38.84375,-122.65625,2.4723449871259717,0.36000001430511475,1.2538865
uf_02,38.84375_-122.71875,38.84375,-122.71875,2.4701024845141033,0.28999999165534973,2.1200128
uf_02,38.90625_-122.40625,38.90625,-122.40625,2.4928117788931257,0.36000001430511475,2.1684113
uf_02,38.90625_-122.46875,38.90625,-122.46875,2.4999565122803364,0.3499999940395355,1.0601108
uf_02,38.90625_-122.53125,38.90625,-122.53125,2.038604101731435,0.4300000071525574,1.0875882
uf_02,38.90625_-122.59375,38.90625,-122.59375,2.488730657023666,0.0,1.0440859
uf_03,38.78125_-122.71875,38.78125,-122.71875,1.947092363847085,0.38999998569488525,1.392558
uf_03,38.78125_-122.78125,38.78125,-122.78125,2.4998259771981353,0.49000000953674316,3.0187888
uf_03,38.84375_-122.28125,38.84375,-122.28125,2.4832008950860285,0.25999999046325684,1.0430679
uf_03,38.84375_-122.34375,38.84375,-122.34375,2.4941411348528426,0.3499999940395355,1.0228333
uf_03,38.84375_-122.40625,38.84375,-122.40625,1.8217398808818464,0.3499999940395355,0.81124175
uf_03,38.84375_-122.59375,38.84375,-122.59375,1.9859414203173869,0.33000001311302185,1.209642
uf_03,38.84375_-122.65625,38.84375,-122.65625,2.476663042914441,0.36000001430511475,1.2538865
uf_03,38.84375_-122.71875,38.84375,-122.71875,2.462529455552448,0.28999999165534973,2.1200128
uf_03,38.84375_-122.78125,38.84375,-122.78125,2.178344993546304,0.3199999928474426,1.54519
uf_03,38.84375_-122.84375,38.84375,-122.84375,1.9789786772161972,0.5600000023841858,1.6743615
uf_03,38.84375_-122.90625,38.84375,-122.90625,2.0290433745034298,0.5,1.7290746
uf_03,38.90625_-122.28125,38.90625,-122.28125,2.4614900922746332,0.27000001072883606,1.1334684
uf_03,38.90625_-122.34375,38.90625,-122.34375,2.452337846551556,0.3799999952316284,1.2473624
uf_03,38.90625_-122.40625,38.90625,-122.40625,2.495969099116783,0.36000001430511475,2.1684113
uf_03,38.90625_-122.46875,38.90625,-122.46875,2.4999706357085953,0.3499999940395355,1.0601108
uf_03,38.90625_-122.53125,38.90625,-122.53125,2.072365002312929,0.4300000071525574,1.0875882
uf_03,38.90625_-122.59375,38.90625,-122.59375,2.4905990481788116,0.0,1.0440859
uf_03,38.90625_-122.65625,38.90625,-122.65625,2.408506576176154,0.0,1.4159963
uf_03,38.90625_-122.71875,38.90625,-122.71875,2.499635046557485,0.0,1.1642766
uf_03,38.90625_-122.78125,38.90625,-122.78125,2.2250121449230074,0.5400000214576721,1.7953224
uf_03,38.90625_-122.84375,38.90625,-122.84375,2.0372460556764667,0.5600000023841858,1.0201224
uf_03,38.90625_-122.90625,38.90625,-122.90625,2.4257129174251686,0.4699999988079071,2.6979518
uf_03,38.90625_-122.96875,38.90625,-122.96875,2.4997367574883453,0.41999998688697815,1.7183689
uf_03,38.96875_-122.34375,38.96875,-122.34375,2.272802273799437,0.4000000059604645,0.91885626
uf_03,38.96875_-122.40625,38.96875,-122.40625,2.4976376047021254,0.38999998569488525,0.92937696
uf_03,38.96875_-122.46875,38.96875,-122.46875,2.498876585816101,0.4000000059604645,0.87579685
uf_03,38.96875_-122.53125,38.96875,-122.53125,2.0113169157965176,0.4099999964237213,0.78869146
uf_03,38.96875_-122.59375,38.96875,-122.59375,2.1026539176474235,0.5199999809265137,0.97849977
uf_03,38.96875_-122.65625,38.96875,-122.65625,2.4958143342557153,0.0,0.97849977
uf_03,38.96875_-122.71875,38.96875,-122.71875,2.4694409610268844,0.0,1.8866553
uf_03,38.96875_-122.78125,38.96875,-122.78125,2.360291301098648,0.4300000071525574,1.8866553
uf_03,38.96875_-122.84375,38.96875,-122.84375,2.4979286816628337,0.0,1.201087
uf_03,38.96875_-122.90625,38.96875,-122.90625,2.3962657706041073,0.49000000953674316,1.0247002
uf_03,38.96875_-122.96875,38.96875,-122.96875,2.459667906440786,0.0,1.5964152
uf_03,38.96875_-123.03125,38.96875,-123.03125,2.43305761266808,0.0,1.4391836
uf_03,39.03125_-122.34375,39.03125,-122.34375,2.496322802571108,0.4099999964237213,0.9014374
uf_03,39.03125_-122.40625,39.03125,-122.40625,2.485696728762377,0.36000001430511475,0.86844575
uf_03,39.03125_-122.46875,39.03125,-122.46875,1.884304847765577,0.5199999809265137,0.9229306
uf_03,39.03125_-122.53125,39.03125,-122.53125,2.1301413418834922,0.33000001311302185,0.7549403
uf_03,39.03125_-122.59375,39.03125,-122.59375,2.1248396429265366,0.5799999833106995,1.0325267
uf_03,39.03125_-122.65625,39.03125,-122.65625,2.3077150851246806,0.5400000214576721,1.140204
uf_03,39.03125_-122.71875,39.03125,-122.71875,2.4932106602263717,0.3100000023841858,1.2419443
uf_03,39.03125_-122.78125,39.03125,-122.78125,2.4899799932084137,0.0,1.2419443
uf_03,39.03125_-122.84375,39.03125,-122.84375,2.496629297061475,0.0,1.201087
uf_03,39.03125_-122.90625,39.03125,-122.90625,2.499875282405674,0.0,0.9890977
uf_03,39.03125_-122.96875,39.03125,-122.96875,2.4417802933617683,0.4399999976158142,0.9890977
uf_03,39.03125_-123.03125,39.03125,-123.03125,2.49932121055744,0.46000000834465027,2.4251282
uf_03,39.03125_-123.09375,39.03125,-123.09375,2.0710730808689934,0.36000001430511475,1.5268136
uf_03,39.09375_-122.40625,39.09375,-122.40625,2.499249033234043,0.30000001192092896,0.86448276
uf_03,39.09375_-122.46875,39.09375,-122.46875,2.305237244453379,0.47999998927116394,0.8701073
uf_03,39.09375_-122.53125,39.09375,-122.53125,2.492123778512385,0.0,0.8534286
uf_03,39.09375_-122.59375,39.09375,-122.59375,2.4999590805186105,0.3799999952316284,0.8534286
uf_03,39.09375_-122.65625,39.09375,-122.65625,2.4997889541696536,0.3799999952316284,1.1367397
uf_03,39.09375_-122.71875,39.09375,-122.71875,2.4709248544488993,0.4300000071525574,2.4292233
uf_03,39.09375_-122.78125,39.09375,-122.78125,2.49571929302006,0.0,1.2415156
uf_03,39.09375_-122.84375,39.09375,-122.84375,2.4913101972772056,0.0,1.2415156
uf_03,39.09375_-122.90625,39.09375,-122.90625,2.476440686900531,0.0,1.1405919
uf_03,39.09375_-122.96875,39.09375,-122.96875,2.4061422912409762,0.3700000047683716,1.1405919
uf_03,39.09375_-123.03125,39.09375,-123.03125,2.4958265541723,0.3799999952316284,1.4421676
uf_03,39.09375_-123.09375,39.09375,-123.09375,2.4990915449263804,0.5899999737739563,1.2849857
uf_03,39.15625_-122.40625,39.15625,-122.40625,2.4634435385240914,0.33000001311302185,0.8881429
uf_03,39.15625_-122.46875,39.15625,-122.46875,2.0186630406889297,0.4000000059604645,1.0117483
uf_03,39.15625_-122.53125,39.15625,-122.53125,2.49255373762514,0.0,1.0773985
uf_03,39.15625_-122.59375,39.15625,-122.59375,2.2405211829627767,0.3400000035762787,1.0773985
uf_03,39.15625_-122.65625,39.15625,-122.65625,2.4602537051541318,0.4399999976158142,1.775684
uf_03,39.15625_-122.71875,39.15625,-122.71875,2.4041978655516036,0.4300000071525574,2.2110991
uf_03,39.15625_-122.78125,39.15625,-122.78125,2.4249854750928046,0.4399999976158142,1.3427092
uf_03,39.15625_-122.84375,39.15625,-122.84375,2.458679069853571,0.4300000071525574,1.5280122
uf_03,39.15625_-122.90625,39.15625,-122.90625,2.4819806876711303,0.36000001430511475,1.5477847
uf_03,39.15625_-122.96875,39.15625,-122.96875,2.385235399129817,0.3799999952316284,2.1353834
uf_03,39.15625_-123.03125,39.15625,-123.03125,2.4989599215114398,0.4300000071525574,1.5968719
uf_03,39.15625_-123.09375,39.15625,-123.09375,2.4760032926678885,0.4399999976158142,1.6327084
uf_03,39.21875_-122.40625,39.21875,-122.40625,2.4920368537807303,0.550000011920929,0.9438905
uf_03,39.21875_-122.46875,39.21875,-122.46875,2.4780452089765337,0.27000001072883606,0.97303396
uf_03,39.21875_-122.53125,39.21875,-122.53125,2.1152912129655608,0.28999999165534973,0.82458246
uf_03,39.21875_-122.59375,39.21875,-122.59375,2.461549344099673,0.38999998569488525,1.6186223
uf_03,39.21875_-122.65625,39.21875,-122.65625,2.399168171877774,0.4399999976158142,1.9016373
uf_03,39.21875_-122.71875,39.21875,-122.71875,1.9204746581567949,0.3799999952316284,1.2466052
uf_03,39.21875_-122.78125,39.21875,-122.78125,2.4987897157835524,0.41999998688697815,1.3918836
uf_03,39.21875_-122.84375,39.21875,-122.84375,2.4987207517014096,0.36000001430511475,1.6464521
uf_03,39.21875_-122.90625,39.21875,-122.90625,1.8822236010676945,0.47999998927116394,1.6678717
uf_03,39.21875_-122.96875,39.21875,-122.96875,2.499450749666976,0.46000000834465027,1.648662
uf_03,39.21875_-123.03125,39.21875,-123.03125,1.853874725514032,0.4099999964237213,1.1424364
uf_03,39.28125_-122.53125,39.28125,-122.53125,2.3453994864847054,0.27000001072883606,0.8272666
uf_03,39.28125_-122.59375,39.28125,-122.59375,2.313378154332912,0.3400000035762787,0.94436187
uf_03,39.28125_-122.71875,39.28125,-122.71875,2.481027804729287,0.3400000035762787,1.3156183
uf_03,39.28125_-122.78125,39.28125,-122.78125,2.1886283291272273,0.550000011920929,1.5378519
uf_03,39.28125_-122.84375,39.28125,-122.84375,2.409199952681341,0.4300000071525574,1.5696665
uf_03,39.28125_-122.90625,39.28125,-122.90625,2.4423747734227015,0.30000001192092896,2.3736093
uf_03,39.28125_-122.96875,39.28125,-122.96875,2.4788597201995195,0.3400000035762787,1.6734077
uf_03,39.28125_-123.03125,39.28125,-123.03125,2.425997954456346,0.41999998688697815,1.5367628
uf_03,39.34375_-122.96875,39.34375,-122.96875,2.19419060698819,0.47999998927116394,2.5649145
uf_03,39.34375_-123.03125,39.34375,-123.03125,2.390050557199177,0.3499999940395355,2.5833783
uf_04,39.21875_-122.40625,39.21875,-122.40625,2.491131691782419,0.550000011920929,0.9438905
uf_04,39.21875_-122.46875,39.21875,-122.46875,2.4728426857156602,0.27000001072883606,0.97303396
uf_04,39.21875_-122.53125,39.21875,-122.53125,2.1124635277736186,0.28999999165534973,0.82458246
uf_04,39.21875_-122.59375,39.21875,-122.59375,2.4600142720124643,0.38999998569488525,1.6186223
uf_04,39.21875_-122.65625,39.21875,-122.65625,2.3909716650914845,0.4399999976158142,1.9016373
uf_04,39.21875_-122.71875,39.21875,-122.71875,1.9044255190710029,0.3799999952316284,1.2466052
uf_04,39.28125_-122.40625,39.28125,-122.40625,2.495007689797996,0.550000011920929,0.919836
uf_04,39.28125_-122.46875,39.28125,-122.46875,2.153437645072737,0.550000011920929,0.9312459
uf_04,39.28125_-122.53125,39.28125,-122.53125,2.3472161255092336,0.27000001072883606,0.8272666
uf_04,39.28125_-122.59375,39.28125,-122.59375,2.321303070692729,0.3400000035762787,0.94436187
uf_04,39.28125_-122.65625,39.28125,-122.65625,1.9543912396168421,0.4099999964237213,1.8801056
uf_04,39.28125_-122.71875,39.28125,-122.71875,2.4811898070898604,0.3400000035762787,1.3156183
uf_04,39.28125_-122.78125,39.28125,-122.78125,2.209246545753106,0.550000011920929,1.5378519
uf_04,39.34375_-122.46875,39.34375,-122.46875,2.4994573941553195,0.4300000071525574,0.7942057
uf_04,39.34375_-122.53125,39.34375,-122.53125,2.4558165518577066,0.4000000059604645,0.61368346
uf_04,39.34375_-122.59375,39.34375,-122.59375,1.95474064027328,0.28999999165534973,0.842607
uf_04,39.34375_-122.65625,39.34375,-122.65625,2.422904587247527,0.0,0.75097674
uf_04,39.34375_-122.71875,39.34375,-122.71875,2.4984731930849557,0.4000000059604645,1.7531621
uf_04,39.34375_-122.78125,39.34375,-122.78125,2.159984464577418,0.3400000035762787,1.624756
uf_04,39.40625_-122.46875,39.40625,-122.46875,2.4301854172069914,0.36000001430511475,0.9381964
uf_04,39.40625_-122.53125,39.40625,-122.53125,2.4995838653053006,0.25,0.7517548
uf_04,39.40625_-122.59375,39.40625,-122.59375,2.2310859979897817,0.3799999952316284,0.9552913
uf_04,39.40625_-122.65625,39.40625,-122.65625,2.481503751314661,0.30000001192092896,1.2144202
uf_04,39.40625_-122.71875,39.40625,-122.71875,2.497156640854593,0.46000000834465027,1.3860846
uf_04,39.40625_-122.78125,39.40625,-122.78125,2.4084956089824736,0.38999998569488525,0.64342713
uf_04,39.46875_-122.46875,39.46875,-122.46875,2.334698146425966,0.41999998688697815,0.81090033
uf_04,39.46875_-122.53125,39.46875,-122.53125,2.4987109365111184,0.4000000059604645,0.7555513
uf_04,39.46875_-122.59375,39.46875,-122.59375,2.1811907997764637,0.47999998927116394,0.9335865
uf_04,39.46875_-122.65625,39.46875,-122.65625,1.9999155591804265,0.36000001430511475,0.9604759
uf_04,39.46875_-122.71875,39.46875,-122.71875,2.233141724826938,0.44999998807907104,2.2133148
uf_04,39.46875_-122.78125,39.46875,-122.78125,2.498646483146752,0.0,2.2726338
uf_04,39.53125_-122.46875,39.53125,-122.46875,2.4999414176531145,0.41999998688697815,0.6405635
uf_04,39.53125_-122.53125,39.53125,-122.53125,2.4949291360315438,0.4399999976158142,0.6232163
uf_04,39.53125_-122.59375,39.53125,-122.59375,2.4407412061296565,0.3499999940395355,0.81226885
uf_04,39.53125_-122.65625,39.53125,-122.65625,2.25433426370721,0.27000001072883606,2.132791
uf_04,39.53125_-122.71875,39.53125,-122.71875,2.449093987996894,0.0,1.9797429
uf_04,39.59375_-122.46875,39.59375,-122.46875,2.4994375402446227,0.3400000035762787,0.8396625
uf_04,39.59375_-122.53125,39.59375,-122.53125,2.499686761502684,0.47999998927116394,0.75665694
uf_04,39.59375_-122.59375,39.59375,-122.59375,2.4996735887543227,0.4399999976158142,0.7929519
