basin,key,lat,lon,soil_chi,veg_frac_obs,lai_obs_mean
uf_02,38.40625_-122.15625,38.40625,-122.15625,2.4995664629309093,0.3499999940395355,1.5653971
uf_02,38.40625_-122.21875,38.40625,-122.21875,2.4964411437001095,0.47999998927116394,2.183548
uf_02,38.40625_-122.28125,38.40625,-122.28125,2.4977207382537516,0.23000000417232513,1.1852657
uf_02,38.46875_-122.09375,38.46875,-122.09375,2.4998380045917674,0.33000001311302185,1.4978398
uf_02,38.46875_-122.15625,38.46875,-122.15625,2.499999999886955,0.3700000047683716,1.5389036
uf_02,38.46875_-122.21875,38.46875,-122.21875,2.4999961365934804,0.3499999940395355,1.3136861
uf_02,38.46875_-122.28125,38.46875,-122.28125,2.4999999378480213,0.4300000071525574,2.7354438
uf_02,38.53125_-122.09375,38.53125,-122.09375,2.4999527335051317,0.3400000035762787,1.0607218
uf_02,38.53125_-122.15625,38.53125,-122.15625,2.4976455930271193,0.3400000035762787,0.6367
uf_02,38.53125_-122.21875,38.53125,-122.21875,2.4929420650518113,0.36000001430511475,1.0716529
uf_02,38.53125_-122.28125,38.53125,-122.28125,2.4999987732354683,0.3100000023841858,1.5227257
uf_02,38.53125_-122.34375,38.53125,-122.34375,2.4971800437838843,0.4699999988079071,1.5935187
uf_02,38.53125_-122.40625,38.53125,-122.40625,2.422415409144257,0.4399999976158142,2.018899
uf_02,38.59375_-122.09375,38.59375,-122.09375,2.4999997817944664,0.23000000417232513,1.183992
uf_02,38.59375_-122.15625,38.59375,-122.15625,2.498158801735504,0.2800000011920929,1.2959713
uf_02,38.59375_-122.21875,38.59375,-122.21875,2.499999520072543,0.0,1.0768697
uf_02,38.59375_-122.28125,38.59375,-122.28125,2.4999987361796157,0.23999999463558197,1.0768697
uf_02,38.59375_-122.34375,38.59375,-122.34375,2.484871125560771,0.4000000059604645,1.1055616
uf_02,38.59375_-122.40625,38.59375,-122.40625,2.497836119371607,0.4300000071525574,1.5973252
uf_02,38.59375_-122.46875,38.59375,-122.46875,2.463769421597059,0.23000000417232513,1.3265574
uf_02,38.59375_-122.53125,38.59375,-122.53125,2.4993824914177347,0.33000001311302185,1.8320192
uf_02,38.65625_-122.15625,38.65625,-122.15625,2.499802235740193,0.4099999964237213,1.2676638
uf_02,38.65625_-122.21875,38.65625,-122.21875,2.4986478169147848,0.3400000035762787,0.9881964
uf_02,38.65625_-122.28125,38.65625,-122.28125,2.4999696276473067,0.20999999344348907,0.6117737
uf_02,38.65625_-122.34375,38.65625,-122.34375,2.499999903598291,0.3100000023841858,0.87644464
uf_02,38.65625_-122.40625,38.65625,-122.40625,2.4996848498756057,0.36000001430511475,1.0650246
uf_02,38.65625_-122.46875,38.65625,-122.46875,2.499353674493875,0.4399999976158142,1.1574564
uf_02,38.65625_-122.53125,38.65625,-122.53125,2.4999858414702008,0.3199999928474426,1.524409
uf_02,38.65625_-122.59375,38.65625,-122.59375,2.499999999988289,0.75,3.183613
uf_02,38.65625_-122.65625,38.65625,-122.65625,2.49996692267975,0.4399999976158142,2.9134102
uf_02,38.71875_-122.21875,38.71875,-122.21875,2.4996374136820743,0.3799999952316284,1.1512666
uf_02,38.71875_-122.28125,38.71875,-122.28125,2.4987231331644892,0.3499999940395355,0.9880219
uf_02,38.71875_-122.34375,38.71875,-122.34375,2.4989390374173066,0.41999998688697815,0.7403271
uf_02,38.71875_-122.40625,38.71875,-122.40625,2.4999929936752934,0.23000000417232513,0.9417267
uf_02,38.71875_-122.46875,38.71875,-122.46875,2.4861734608535615,0.25999999046325684,1.0151092
uf_02,38.71875_-122.53125,38.71875,-122.53125,2.4923820347052956,0.49000000953674316,1.0655565
uf_02,38.71875_-122.59375,38.71875,-122.59375,2.499996899243257,0.4300000071525574,1.517538
uf_02,38.71875_-122.65625,38.71875,-122.65625,2.4999999853319754,0.550000011920929,2.7978806
uf_02,38.71875_-122.71875,38.71875,-122.71875,2.470970378676113,0.5,1.6740663
uf_02,38.78125_-122.21875,38.78125,-122.21875,2.4992206823973806,0.36000001430511475,1.1399066
uf_02,38.78125_-122.28125,38.78125,-122.28125,2.499999998477937,0.0,1.030182
uf_02,38.78125_-122.34375,38.78125,-122.34375,2.49867134159983,0.5600000023841858,1.2299048
uf_02,38.78125_-122.40625,38.78125,-122.40625,2.4999646756120475,0.33000001311302185,0.76613605
uf_02,38.78125_-122.46875,38.78125,-122.46875,2.4774842439412303,0.2800000011920929,0.8481548
uf_02,38.78125_-122.53125,38.78125,-122.53125,2.4844377384753815,0.3700000047683716,1.0716481
uf_02,38.78125_-122.59375,38.78125,-122.59375,2.4993881759454424,0.41999998688697815,0.933444
uf_02,38.78125_-122.65625,38.78125,-122.65625,2.2229216966870537,0.27000001072883606,1.0230596
uf_02,38.78125_-122.71875,38.78125,-122.71875,2.4999334769727897,0.38999998569488525,1.392558
uf_02,38.84375_-122.28125,38.84375,-122.28125,2.4993042624518953,0.25999999046325684,1.0430679
