entity_id,family,timescale,site_id,name,area_mi2,n_obs,n_scored,kge,nse,pbias,r,alpha,beta
uf_02,uf_monthly,monthly,UF 2,Putah Creek near Winters,567.46,360,360,0.9296900873162978,0.9562167714879322,-6.012629756020576,0.9782613307244952,0.9707469245818214,0.9398737024397942
uf_03,uf_monthly,monthly,UF 3,Cache Creek above Rumsey,953.37,360,360,0.891956301323828,0.8691516024331649,2.3262924834088765,0.9436644455960569,1.089210887574283,1.0232629248340888
uf_04,uf_monthly,monthly,UF 4,Stony Creek at Black Butte,744.94,360,360,0.9003349147307126,0.9033492005963247,1.0468834875025503,0.9511992407366188,0.913732864812773,1.0104688348750255
uf_06,uf_monthly,monthly,UF 6,Sacramento River near Red Bluff,9083.72,360,360,0.9546583229543129,0.9231691739122897,2.36345799683407,0.9617029979443601,0.9944670134117444,1.0236345799683406
uf_07,uf_monthly,monthly,UF 7,Sacramento Valley East Side Minor Streams,1035.9,360,360,0.7915569505326681,0.8357452794939455,15.402192250671643,0.9437613082851488,1.1286971709587184,1.1540219225067163
uf_10,uf_monthly,monthly,UF 10,Bear River near Wheatland,281.96,360,360,0.8145119910059291,0.918070815741436,2.107035946374078,0.9702398061266844,0.8181314422631665,1.0210703594637407
uf_13,uf_monthly,monthly,UF 13,Cosumnes River at Michigan Bar,539.11,360,360,0.7934171859061339,0.8967877301987421,3.3992652558501497,0.9606965389949742,0.8000595173457754,1.0339926525585015
uf_20,uf_monthly,monthly,UF 20,Chowchilla River at Buchanan Reservoir,234.81,360,360,0.7914508224403279,0.870004155221228,-12.511237444877851,0.9387186192027314,0.8448090028765058,0.8748876255512213
uf_21,uf_monthly,monthly,UF 21,Fresno River near Daulton,343.68,360,360,0.9078088004609592,0.9054876104236396,-2.7366526458400595,0.9520112656650832,0.9261936867268005,0.9726334735415995
usgs_11196400,usgs_daily,daily,11196400,CALIENTE C AB TEHACHAPI C NR CALIENTE CA,164.06,7826,7826,0.29676320677371704,0.5069117173455727,-40.184424718349796,0.7771801145997735,0.4676331274178082,0.598155752816502
usgs_11197250,usgs_daily,daily,11197250,AVENAL C NR AVENAL CA,56.31,9130,9130,0.6366052773973445,0.39525377251012084,-11.417816501462307,0.6697565362239702,0.9002085891343119,0.8858218349853769
usgs_11199500,usgs_daily,daily,11199500,WHITE R NR DUCOR CA,90.62,13831,13831,0.656556925019677,0.281636088766253,0.11408806926173978,0.6610025116354409,1.055068566584809,1.0011408806926174
usgs_11203580,usgs_daily,daily,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,20.06,5443,5443,0.5483709123378995,0.27344280723684644,-3.805526080460353,0.5814687835721167,0.8346148409832634,0.9619447391953966
usgs_11204100,usgs_daily,daily,11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,96.19,5164,5164,0.5644591758563913,0.4260539034477697,-14.348443949041508,0.6636607345065867,0.7633907786937149,0.856515560509585
usgs_11208000,usgs_daily,daily,11208000,MARBLE F KAWEAH R (R ONLY) A POTWISHA CAMP CA,51.23,3928,3928,0.7599039416306654,0.6790661274085946,16.05604130916121,0.8345189181905598,0.9330486553120912,1.160560413091612
usgs_11208500,usgs_daily,daily,11208500,MF KAWEAH TRIB NR HAMMOND CA,1.89,2313,2313,0.5379347191127708,0.6161970963719487,0.9986551100541534,0.8243061038983691,0.5727573903844099,1.0099865511005415
usgs_11209900,usgs_daily,daily,11209900,KAWEAH R A THREE RIVERS CA,419.0,11688,11688,0.7733214085472848,0.7728515861134411,-5.211429608118922,0.8823207971958814,0.813401797451486,0.9478857039188108
usgs_11213500,usgs_daily,daily,11213500,KINGS R AB NF NR TRIMMER CA,952.0,11960,11960,0.8828338360980051,0.784379645670775,2.8225498039326373,0.8990292946841928,1.0523082010010814,1.0282254980393264
usgs_11214000,usgs_daily,daily,11214000,NF KINGS R BL MEADOWBROOK CA,37.63,9130,9130,0.7068090057704273,0.5671336546756301,20.87031354511996,0.8041404440460681,1.0635845475858108,1.2087031354511995
usgs_11218500,usgs_daily,daily,11218500,KINGS R BL NF NR TRIMMER CA,1341.16,11550,11550,0.8697469847421861,0.864891075943792,11.16580999397123,0.9369436949570609,1.022852113598906,1.1116580999397123
usgs_11220000,usgs_daily,daily,11220000,BIG C AB PINE FLAT RES NR TRIMMER CA,69.92,7305,7305,0.3322828838122991,0.45274397260868915,-16.178471296461975,0.7757495195513131,0.39223065565997123,0.8382152870353802
usgs_11220500,usgs_daily,daily,11220500,SYCAMORE C AB PINE FLAT RES NR TRIMMER CA,56.03,7457,7457,0.47963992401443345,0.5308909549881987,-10.472496624394932,0.7572684792552695,0.5517939101687052,0.8952750337560507
usgs_11224500,usgs_daily,daily,11224500,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,95.63,23610,23610,0.7448531685217618,0.5705484627782114,11.006243864685393,0.7753561339248011,0.949787465237452,1.110062438646854
usgs_11226500,usgs_daily,daily,11226500,SAN JOAQUIN R A MILLER CROSSING CA,251.15,14534,14534,0.6629305143820915,0.7381449971004261,-28.3259883296796,0.8809211704131363,0.8614362637858316,0.716740116703204
usgs_11230500,usgs_daily,daily,11230500,BEAR C NR LAKE THOMAS A EDISON CA,52.39,21677,21677,0.8166826074012403,0.6298374194406069,2.3228841056407905,0.8245977981312194,1.0479557603627287,1.0232288410564079
