basin,model,dp,dt,annual,freshet,maxmon,minmon,pct_annual,pct_freshet,pct_maxmon,pct_minmon
TRM,Physics (noah),-0.0,1.5,326.3286,165.55,61.1038,4.0113,-3.1621,-16.9712,-12.7047,-19.1489
SCC,Physics (noah),-0.0,1.5,318.3795,131.8347,58.775,5.6856,-2.2884,-11.8291,7.6067,-12.2042
ISB,Physics (noah),-0.0,1.5,982.9714,517.8963,169.4977,16.3709,-3.3389,-14.9299,-12.9482,-18.8169
SHA,Physics (noah),-0.0,2.0,4495.3977,1391.0573,776.3918,97.1644,-2.8161,-13.1719,1.4075,-11.3316
BND,Physics (noah),-0.0,2.0,6095.9499,1820.8894,1120.579,105.8695,-3.2102,-12.7224,0.3509,-11.849
ORO,Physics (noah),-0.0,2.0,3637.5373,1043.9013,727.6907,44.2124,-2.6212,-18.6996,3.7623,-17.8332
YRS,Physics (noah),-0.0,2.0,2117.5323,693.1922,385.0485,34.3696,-2.0328,-21.5022,13.4691,-16.0969
FOL,Physics (noah),-0.0,2.0,2408.4557,805.9035,469.6996,29.54,-2.7625,-20.4209,8.9386,-20.4057
MKM,Physics (noah),-0.0,2.0,685.693,285.2713,123.569,7.4666,-2.7409,-23.7049,-2.2237,-33.1432
NHG,Physics (noah),-0.0,2.0,140.8097,44.9572,31.3897,1.4409,-4.9114,-5.9642,-5.3142,-5.7287
NML,Physics (noah),-0.0,2.0,1036.4894,499.8062,186.9761,11.7716,-2.9239,-23.1226,-15.7267,-31.6268
TLG,Physics (noah),-0.0,2.0,1542.7954,833.1462,330.7202,12.837,-3.4597,-18.9172,-2.4083,-28.5305
MRC,Physics (noah),-0.0,2.0,911.4497,454.1122,174.2564,7.9715,-3.4876,-21.1348,-15.2934,-25.5663
MIL,Physics (noah),-0.0,2.0,1348.5435,807.7519,299.1554,13.8897,-4.0195,-15.8668,-7.9613,-30.1323
PNF,Physics (noah),-0.0,2.0,1160.502,732.2138,262.2721,14.3756,-4.383,-16.1509,-18.7099,-23.0749
TRM,Physics (noah),-0.0,2.0,323.0036,154.042,62.1589,3.7644,-4.1488,-22.7428,-11.1974,-24.125
SCC,Physics (noah),-0.0,2.0,315.831,127.1547,59.6971,5.5176,-3.0706,-14.9591,9.295,-14.7981
ISB,Physics (noah),-0.0,2.0,972.0662,489.7152,161.6446,15.4728,-4.4113,-19.5589,-16.9814,-23.2707
SHA,Physics (noah),-0.0,2.5,4462.3471,1359.9857,774.123,95.5332,-3.5306,-15.1113,1.1112,-12.8202
BND,Physics (noah),-0.0,2.5,6045.1043,1780.73,1115.7264,103.9814,-4.0175,-14.6473,-0.0837,-13.4211
ORO,Physics (noah),-0.0,2.5,3611.4419,1014.45,725.7256,43.1479,-3.3198,-20.9933,3.4821,-19.8116
YRS,Physics (noah),-0.0,2.5,2105.6595,665.8929,387.4279,33.4358,-2.5821,-24.5936,14.1702,-18.3764
FOL,Physics (noah),-0.0,2.5,2390.8643,771.6539,472.6089,28.6481,-3.4728,-23.8029,9.6134,-22.809
MKM,Physics (noah),-0.0,2.5,681.0965,263.3341,128.4369,6.9316,-3.3929,-29.572,1.6282,-37.9332
NHG,Physics (noah),-0.0,2.5,139.0775,44.3507,30.9695,1.4221,-6.0811,-7.2328,-6.5815,-6.9631
NML,Physics (noah),-0.0,2.5,1029.5164,460.2519,185.5745,10.7532,-3.577,-29.2067,-16.3584,-37.5422
TLG,Physics (noah),-0.0,2.5,1531.1036,777.4523,314.0479,12.1746,-4.1914,-24.3374,-7.3281,-32.2182
MRC,Physics (noah),-0.0,2.5,904.1064,422.6116,171.5808,7.6364,-4.2652,-26.6055,-16.594,-28.6948
MIL,Physics (noah),-0.0,2.5,1335.6116,764.9835,290.6525,12.8427,-4.9399,-20.3214,-10.5773,-35.3987
PNF,Physics (noah),-0.0,2.5,1148.5461,690.8799,254.8233,13.021,-5.368,-20.8842,-21.0187,-30.3236
TRM,Physics (noah),-0.0,2.5,319.7789,143.56,62.6977,3.5802,-5.1057,-27.9999,-10.4276,-27.8386
SCC,Physics (noah),-0.0,2.5,313.2457,123.3681,60.1767,5.3867,-3.864,-17.4916,10.1731,-16.8191
ISB,Physics (noah),-0.0,2.5,961.3025,462.9253,161.8025,14.7385,-5.4697,-23.9595,-16.9003,-26.9118
SHA,Physics (noah),-0.0,3.0,4429.3455,1333.6698,771.221,94.1705,-4.244,-16.754,0.7321,-14.0637
BND,Physics (noah),-0.0,3.0,5994.3722,1746.3963,1109.7204,102.3966,-4.8231,-16.293,-0.6215,-14.7407
ORO,Physics (noah),-0.0,3.0,3585.0324,992.0685,722.1855,42.3379,-4.0268,-22.7364,2.9773,-21.317
YRS,Physics (noah),-0.0,3.0,2093.539,645.7545,387.8143,32.7555,-3.1429,-26.8741,14.2841,-20.0373
FOL,Physics (noah),-0.0,3.0,2373.0633,743.2594,473.3802,27.9663,-4.1914,-26.6067,9.7922,-24.6461
MKM,Physics (noah),-0.0,3.0,676.395,243.7508,132.7912,6.5246,-4.0598,-34.8095,5.0736,-41.578
NHG,Physics (noah),-0.0,3.0,137.3653,43.7635,30.5606,1.4034,-7.2373,-8.461,-7.8149,-8.1843
NML,Physics (noah),-0.0,3.0,1022.6412,423.7602,189.4166,9.9847,-4.2209,-34.8196,-14.6267,-42.0058
TLG,Physics (noah),-0.0,3.0,1520.35,720.0561,290.2373,11.6795,-4.8643,-29.9233,-14.3543,-34.9745
MRC,Physics (noah),-0.0,3.0,896.9499,391.2533,172.1834,7.3838,-5.023,-32.0514,-16.3011,-31.0535
MIL,Physics (noah),-0.0,3.0,1323.2132,719.2703,277.7533,11.9935,-5.8224,-25.0828,-14.5459,-39.6703
PNF,Physics (noah),-0.0,3.0,1137.3135,647.0741,243.543,11.9207,-6.2935,-25.9006,-24.5149,-36.2115
TRM,Physics (noah),-0.0,3.0,316.6991,134.1091,62.4436,3.4412,-6.0197,-32.7398,-10.7906,-30.6387
SCC,Physics (noah),-0.0,3.0,310.6223,120.0131,60.5087,5.2866,-4.6691,-19.7354,10.7808,-18.3657
ISB,Physics (noah),-0.0,3.0,950.9231,438.2358,164.9063,14.149,-6.4904,-28.015,-15.3062,-29.8352
SHA,Physics (noah),-0.0,3.5,4396.2674,1311.4172,767.5373,93.0262,-4.9591,-18.1429,0.251,-15.108
BND,Physics (noah),-0.0,3.5,5943.6977,1717.0764,1102.9266,101.0667,-5.6276,-17.6983,-1.2299,-15.848
ORO,Physics (noah),-0.0,3.5,3558.4642,974.09,717.5519,41.6884,-4.738,-24.1366,2.3166,-22.5239
YRS,Physics (noah),-0.0,3.5,2081.206,629.8953,387.8465,32.2321,-3.7134,-28.67,14.2936,-21.315
FOL,Physics (noah),-0.0,3.5,2355.0825,720.2242,472.9662,27.4372,-4.9174,-28.8813,9.6962,-26.0716
MKM,Physics (noah),-0.0,3.5,671.5819,226.3719,135.6543,6.2194,-4.7425,-39.4574,7.3391,-44.3107
NHG,Physics (noah),-0.0,3.5,135.6687,43.1933,30.1662,1.3854,-8.3831,-9.6536,-9.0047,-9.3626
NML,Physics (noah),-0.0,3.5,1015.7906,389.3034,196.9746,9.4109,-4.8625,-40.1196,-11.2202,-45.3389
TLG,Physics (noah),-0.0,3.5,1510.0966,662.2658,281.9882,10.7574,-5.5059,-35.5475,-16.7885,-40.1083
MRC,Physics (noah),-0.0,3.5,890.0615,361.2032,172.9742,7.191,-5.7524,-37.2702,-15.9167,-32.8536
MIL,Physics (noah),-0.0,3.5,1311.3312,672.4989,261.1967,11.3192,-6.6681,-29.9544,-19.6398,-43.0621
PNF,Physics (noah),-0.0,3.5,1126.7424,602.4984,228.6234,11.0342,-7.1645,-31.0052,-29.1392,-40.9552
TRM,Physics (noah),-0.0,3.5,313.6018,125.6701,63.4311,3.3315,-6.9388,-36.9723,-9.3798,-32.851
SCC,Physics (noah),-0.0,3.5,308.0171,117.0151,60.5428,5.1971,-5.4687,-21.7404,10.8433,-19.7469
ISB,Physics (noah),-0.0,3.5,940.7328,414.9262,169.5747,13.6782,-7.4925,-31.8438,-12.9086,-32.17
SHA,Physics (noah),-0.0,4.0,4363.2154,1292.1005,763.3341,92.0344,-5.6737,-19.3487,-0.298,-16.013
BND,Physics (noah),-0.0,4.0,5893.2247,1691.3963,1095.4231,99.9086,-6.429,-18.9292,-1.9019,-16.8123
ORO,Physics (noah),-0.0,4.0,3531.8498,959.8995,712.3116,41.1614,-5.4505,-25.2418,1.5694,-23.5033
YRS,Physics (noah),-0.0,4.0,2068.7202,617.8342,386.6224,31.8252,-4.2911,-30.0358,13.9329,-22.3083
FOL,Physics (noah),-0.0,4.0,2336.9822,700.353,471.7882,26.9894,-5.6482,-30.8435,9.423,-27.2783
MKM,Physics (noah),-0.0,4.0,666.6154,211.7912,137.5316,5.9879,-5.4469,-43.357,8.8245,-46.3833
NHG,Physics (noah),-0.0,4.0,133.9893,42.6202,29.7753,1.3673,-9.5172,-10.8523,-10.1838,-10.5453
NML,Physics (noah),-0.0,4.0,1008.8553,358.7143,202.5193,8.9832,-5.5121,-44.8246,-8.7211,-47.8227
TLG,Physics (noah),-0.0,4.0,1500.4319,604.7727,283.0639,9.6334,-6.1106,-41.1428,-16.4711,-46.3661
MRC,Physics (noah),-0.0,4.0,883.2608,332.6838,178.2658,7.0454,-6.4725,-42.2231,-13.3444,-34.2132
MIL,Physics (noah),-0.0,4.0,1300.1269,624.5362,249.0415,10.2542,-7.4655,-34.95,-23.3794,-48.4196
PNF,Physics (noah),-0.0,4.0,1116.7293,558.7908,211.138,10.335,-7.9895,-36.0103,-34.5587,-44.6965
TRM,Physics (noah),-0.0,4.0,310.5203,118.2438,64.7543,3.2444,-7.8532,-40.6968,-7.4895,-34.6067
SCC,Physics (noah),-0.0,4.0,305.4098,114.6658,60.4435,5.128,-6.2688,-23.3116,10.6614,-20.814
ISB,Physics (noah),-0.0,4.0,930.8714,393.6517,173.1397,13.3209,-8.4622,-35.3384,-11.0777,-33.9419
SHA,Physics (noah),0.05,0.0,5050.2014,1749.4752,830.1512,118.9326,9.178,9.2001,8.4292,8.5332
BND,Physics (noah),0.05,0.0,6914.8452,2285.1261,1218.2371,130.7214,9.792,9.529,9.0964,8.8436
ORO,Physics (noah),0.05,0.0,4083.0465,1403.9691,760.4465,58.4795,9.3053,9.3429,8.433,8.6816
YRS,Physics (noah),0.05,0.0,2336.2547,951.4661,362.9498,44.3954,8.0863,7.7451,6.9569,8.3782
FOL,Physics (noah),0.05,0.0,2707.3496,1102.7251,467.7999,40.4921,9.3048,8.8888,8.498,9.1042
MKM,Physics (noah),0.05,0.0,771.1483,406.4123,135.4081,12.1886,9.3801,8.6939,7.1442,9.1382
NHG,Physics (noah),0.05,0.0,167.184,53.5072,37.5228,1.6991,12.8991,11.9197,13.1862,11.1599
NML,Physics (noah),0.05,0.0,1168.223,706.1955,237.0731,18.763,9.4141,8.623,6.8529,8.9811
TLG,Physics (noah),0.05,0.0,1750.6796,1116.8714,369.0162,20.0241,9.5486,8.6953,8.8925,11.4837
MRC,Physics (noah),0.05,0.0,1038.8916,627.7216,220.5764,11.8577,10.0071,9.0158,7.2229,10.7214
MIL,Physics (noah),0.05,0.0,1547.8004,1053.1815,356.6744,21.5719,10.1623,9.6965,9.7351,8.5107
PNF,Physics (noah),0.05,0.0,1336.8538,957.441,353.714,20.441,10.1472,9.6409,9.6321,9.381
TRM,Physics (noah),0.05,0.0,375.054,221.6468,76.8708,5.4375,11.2971,11.1632,9.8207,9.5974
SCC,Physics (noah),0.05,0.0,358.3998,163.6581,59.4683,7.0834,9.9939,9.4544,8.8761,9.3803
ISB,Physics (noah),0.05,0.0,1127.838,675.0442,213.952,22.3013,10.9066,10.8834,9.883,10.5922
SHA,Physics (noah),0.05,0.5,5016.5023,1674.8716,837.8149,114.1994,8.4494,4.5434,9.4302,4.2138
BND,Physics (noah),0.05,0.5,6861.7901,2191.9129,1225.1371,125.3149,8.9496,5.0612,9.7144,4.3419
ORO,Physics (noah),0.05,0.5,4059.1316,1311.0303,777.2109,54.5779,8.6651,2.1047,10.8235,1.4306
YRS,Physics (noah),0.05,0.5,2325.7539,889.2354,381.9563,42.0762,7.6005,0.698,12.5578,2.7165
FOL,Physics (noah),0.05,0.5,2689.9752,1035.3869,483.8748,37.4949,8.6034,2.2395,12.2263,1.0284
MKM,Physics (noah),0.05,0.5,766.0993,383.8441,132.182,11.0529,8.6639,2.6581,4.5916,-1.0305
NHG,Physics (noah),0.05,0.5,165.0628,52.6365,37.0199,1.6735,11.4667,10.0983,11.6692,9.488
NML,Physics (noah),0.05,0.5,1159.58,670.3018,234.2479,17.6524,8.6046,3.102,5.5795,2.5304
TLG,Physics (noah),0.05,0.5,1735.3073,1070.2724,361.6181,17.9919,8.5867,4.1602,6.7094,0.1696
MRC,Physics (noah),0.05,0.5,1029.9025,596.6872,217.497,10.79,9.0552,3.6261,5.726,0.7513
MIL,Physics (noah),0.05,0.5,1532.3754,1017.8381,331.3079,21.104,9.0644,6.0152,1.9308,6.1573
PNF,Physics (noah),0.05,0.5,1322.2259,926.7138,328.3548,19.4753,8.9419,6.1222,1.7721,4.2138
TRM,Physics (noah),0.05,0.5,371.0738,209.4432,75.0344,5.1998,10.116,5.0428,7.1972,4.8065
SCC,Physics (noah),0.05,0.5,355.7858,156.4585,61.2682,6.7191,9.1917,4.6392,12.1713,3.7552
ISB,Physics (noah),0.05,0.5,1115.696,641.3938,205.9159,20.6654,9.7127,5.3559,5.7558,2.4794
SHA,Physics (noah),0.05,1.0,4982.4423,1611.4146,842.5789,110.4582,7.7131,0.5825,10.0525,0.7998
BND,Physics (noah),0.05,1.0,6808.2975,2112.8825,1228.2993,121.0411,8.1002,1.2732,9.9975,0.7834
ORO,Physics (noah),0.05,1.0,4034.1825,1237.5832,787.3964,51.6517,7.9972,-3.6154,12.2758,-4.0076
YRS,Physics (noah),0.05,1.0,2314.9073,833.0099,396.6479,40.266,7.0987,-5.6691,16.8873,-1.7026
FOL,Physics (noah),0.05,1.0,2672.3686,975.7248,496.0462,35.1757,7.8925,-3.6519,15.0492,-5.2205
MKM,Physics (noah),0.05,1.0,761.1083,359.8793,126.121,9.9078,7.956,-3.7512,-0.2044,-11.2844
NHG,Physics (noah),0.05,1.0,162.9767,51.8452,36.4993,1.6499,10.058,8.4432,10.099,7.9437
NML,Physics (noah),0.05,1.0,1151.4857,630.3529,227.4679,16.1759,7.8465,-3.0427,2.5237,-6.0457
TLG,Physics (noah),0.05,1.0,1720.7097,1019.8732,365.5519,16.3766,7.6732,-0.7447,7.8702,-8.8239
MRC,Physics (noah),0.05,1.0,1020.9962,564.1661,211.0991,9.9372,8.1122,-2.0218,2.616,-7.2113
MIL,Physics (noah),0.05,1.0,1517.4415,978.1815,329.3717,18.8503,8.0015,1.8847,1.3351,-5.1794
PNF,Physics (noah),0.05,1.0,1308.2509,890.6392,298.8724,18.6061,7.7905,1.9911,-7.3658,-0.4375
TRM,Physics (noah),0.05,1.0,367.4021,197.5037,71.7548,4.8611,9.0264,-0.9453,2.5117,-2.0199
SCC,Physics (noah),0.05,1.0,353.1042,150.1004,63.0336,6.4372,8.3687,0.387,15.4036,-0.5987
ISB,Physics (noah),0.05,1.0,1103.5537,607.6664,196.737,19.2373,8.5186,-0.1842,1.0416,-4.6022
SHA,Physics (noah),0.05,1.5,4947.9746,1559.5032,844.2079,107.5588,6.968,-2.6577,10.2652,-1.8461
BND,Physics (noah),0.05,1.5,6754.3898,2047.6786,1227.8023,117.7166,7.2443,-1.8521,9.953,-1.9847
ORO,Physics (noah),0.05,1.5,4008.1033,1182.0866,791.2453,49.5465,7.2991,-7.9376,12.8247,-7.92
YRS,Physics (noah),0.05,1.5,2303.6318,785.4752,407.2312,38.3739,6.577,-11.0519,20.006,-6.3215
FOL,Physics (noah),0.05,1.5,2654.5454,923.9043,504.5423,33.4493,7.1729,-8.7689,17.0197,-9.8722
MKM,Physics (noah),0.05,1.5,756.2202,335.4262,127.7815,8.9849,7.2627,-10.2911,1.1096,-19.5478
NHG,Physics (noah),0.05,1.5,160.9117,51.102,35.9944,1.6272,8.6635,6.8887,8.5757,6.4562
NML,Physics (noah),0.05,1.5,1143.663,588.1488,216.155,14.3813,7.1138,-9.5343,-2.5753,-16.469
TLG,Physics (noah),0.05,1.5,1706.7289,966.4083,364.2563,15.1158,6.7984,-5.948,7.4878,-15.8432
MRC,Physics (noah),0.05,1.5,1012.4875,530.3138,201.3198,9.2626,7.2112,-7.9009,-2.1378,-13.5106
MIL,Physics (noah),0.05,1.5,1503.0492,935.1371,329.422,16.9612,6.9772,-2.5987,1.3506,-14.682
PNF,Physics (noah),0.05,1.5,1294.6208,850.9766,290.0344,17.8909,6.6675,-2.5508,-10.1051,-4.2647
TRM,Physics (noah),0.05,1.5,363.9344,184.7819,67.416,4.4947,7.9974,-7.3257,-3.6869,-9.4053
SCC,Physics (noah),0.05,1.5,350.4208,144.5185,64.3957,6.2126,7.5452,-3.3462,17.8973,-4.0659
ISB,Physics (noah),0.05,1.5,1091.6598,575.2119,187.28,18.0256,7.349,-5.5152,-3.8154,-10.6111
SHA,Physics (noah),0.05,2.0,4913.4192,1517.9595,843.5256,105.2961,6.2209,-5.2508,10.1761,-3.911
BND,Physics (noah),0.05,2.0,6700.4921,1994.7637,1224.4786,115.1025,6.3885,-4.3884,9.6554,-4.1613
ORO,Physics (noah),0.05,2.0,3981.3682,1139.459,791.427,47.9772,6.5833,-11.2575,12.8506,-10.8366
YRS,Physics (noah),0.05,2.0,2291.9006,747.6607,412.9471,36.985,6.0343,-15.3341,21.6905,-9.7121
FOL,Physics (noah),0.05,2.0,2636.3142,879.7774,510.2658,32.1694,6.4369,-13.1262,18.3472,-13.3209
MKM,Physics (noah),0.05,2.0,751.4006,311.5924,133.9296,8.2403,6.579,-16.6654,5.9744,-26.2156
NHG,Physics (noah),0.05,2.0,158.8878,50.3931,35.5005,1.6054,7.2968,5.406,7.0859,5.0317
NML,Physics (noah),0.05,2.0,1136.1449,545.4548,202.0402,12.9503,6.4097,-16.1012,-8.937,-24.7806
TLG,Physics (noah),0.05,2.0,1693.4616,909.4848,355.1936,14.1373,5.9682,-11.4879,4.8135,-21.291
MRC,Physics (noah),0.05,2.0,1004.3881,496.8514,188.9028,8.7513,6.3535,-13.7123,-8.1737,-18.2844
MIL,Physics (noah),0.05,2.0,1489.0022,889.0357,324.5035,15.4448,5.9774,-7.4005,-0.1627,-22.3097
PNF,Physics (noah),0.05,2.0,1281.6524,807.0244,286.1873,15.9876,5.599,-7.584,-11.2975,-14.4491
TRM,Physics (noah),0.05,2.0,360.4906,172.209,68.7286,4.213,6.9754,-13.6315,-1.8116,-15.0821
SCC,Physics (noah),0.05,2.0,347.6928,139.4418,65.4037,6.0292,6.7079,-6.7415,19.7428,-6.898
ISB,Physics (noah),0.05,2.0,1079.9603,544.167,178.4231,17.0118,6.1986,-10.6146,-8.3642,-15.6386
SHA,Physics (noah),0.05,2.5,4878.6632,1483.9807,841.365,103.5245,5.4696,-7.3717,9.8939,-5.5277
BND,Physics (noah),0.05,2.5,6646.5025,1951.0333,1219.6216,113.0529,5.5313,-6.4845,9.2204,-5.8679
ORO,Physics (noah),0.05,2.5,3954.0946,1107.2053,789.7017,46.8229,5.8532,-13.7694,12.6045,-12.9817
YRS,Physics (noah),0.05,2.5,2279.8512,718.0495,415.9102,35.9714,5.4768,-18.6873,22.5637,-12.1865
FOL,Physics (noah),0.05,2.5,2617.9068,842.5956,513.6848,31.1913,5.6937,-16.7978,19.1402,-15.9563
MKM,Physics (noah),0.05,2.5,746.6624,288.0222,139.1759,7.6455,5.907,-22.9692,10.1256,-31.5413
NHG,Physics (noah),0.05,2.5,156.9003,49.7153,35.0162,1.5846,5.9546,3.9881,5.625,3.6702
NML,Physics (noah),0.05,2.5,1128.8866,502.8788,200.1671,11.8116,5.7299,-22.65,-9.7812,-31.3949
TLG,Physics (noah),0.05,2.5,1681.3534,849.804,338.5142,13.3772,5.2105,-17.2961,-0.1083,-25.5229
MRC,Physics (noah),0.05,2.5,996.6194,462.878,186.1221,8.372,5.5309,-19.6124,-9.5254,-21.8268
MIL,Physics (noah),0.05,2.5,1475.487,842.6033,315.922,14.236,5.0155,-12.2368,-2.8029,-28.39
PNF,Physics (noah),0.05,2.5,1269.2172,762.1697,278.6252,14.4404,4.5744,-12.7205,-13.6414,-22.7282
TRM,Physics (noah),0.05,2.5,357.1392,160.6992,69.412,4.0032,5.9809,-19.404,-0.8353,-19.3122
SCC,Physics (noah),0.05,2.5,344.9528,135.3434,65.9425,5.886,5.867,-9.4825,20.7293,-9.1093
ISB,Physics (noah),0.05,2.5,1068.5451,514.729,177.8826,16.1785,5.076,-15.4501,-8.6418,-19.7709
SHA,Physics (noah),0.05,3.0,4843.9283,1455.2854,838.4891,102.051,4.7186,-9.1629,9.5183,-6.8723
BND,Physics (noah),0.05,3.0,6592.621,1913.7618,1213.5221,111.3428,4.6758,-8.2709,8.6742,-7.2918
ORO,Physics (noah),0.05,3.0,3926.4272,1082.7714,786.1563,45.9511,5.1125,-15.6724,12.099,-14.6019
YRS,Physics (noah),0.05,3.0,2267.5188,696.2648,416.5981,35.2386,4.9063,-21.1542,22.7664,-13.9754
FOL,Physics (noah),0.05,3.0,2599.3041,811.808,514.8312,30.4499,4.9427,-19.8379,19.4061,-17.9541
MKM,Physics (noah),0.05,3.0,741.771,266.8945,143.8851,7.1915,5.2132,-28.6197,13.8518,-35.6062
NHG,Physics (noah),0.05,3.0,154.9521,49.0651,34.5518,1.5644,4.639,2.6282,4.2244,2.3455
NML,Physics (noah),0.05,3.0,1121.75,463.4588,205.7809,10.953,5.0615,-28.7134,-7.251,-36.3819
TLG,Physics (noah),0.05,3.0,1670.2581,788.0826,314.2086,12.8078,4.5162,-23.3029,-7.2806,-28.6929
MRC,Physics (noah),0.05,3.0,989.0542,429.0422,186.9479,8.0877,4.7299,-25.4887,-9.124,-24.4811
MIL,Physics (noah),0.05,3.0,1462.565,792.967,302.3547,13.2612,4.0958,-17.4067,-6.977,-33.2937
PNF,Physics (noah),0.05,3.0,1257.5123,714.5664,266.5966,13.1844,3.61,-18.1718,-17.3696,-29.4491
TRM,Physics (noah),0.05,3.0,353.8907,150.2714,69.2458,3.8445,5.0169,-24.6339,-1.0726,-22.5108
SCC,Physics (noah),0.05,3.0,342.1701,131.7328,66.3092,5.7777,5.013,-11.8972,21.4005,-10.7825
ISB,Physics (noah),0.05,3.0,1057.4347,487.541,182.0674,15.5123,3.9835,-19.9161,-6.4926,-23.0746
SHA,Physics (noah),0.05,3.5,4809.1212,1431.2198,834.6404,100.8239,3.9662,-10.665,9.0156,-7.9921
BND,Physics (noah),0.05,3.5,6538.7868,1882.0975,1206.4022,109.9132,3.821,-9.7887,8.0366,-8.4821
ORO,Physics (noah),0.05,3.5,3898.5868,1063.2587,781.3764,45.2548,4.3672,-17.192,11.4174,-15.896
YRS,Physics (noah),0.05,3.5,2254.9785,679.1979,416.8839,34.6798,4.3261,-23.0869,22.8506,-15.3395
FOL,Physics (noah),0.05,3.5,2580.519,786.9485,514.5879,29.8801,4.1842,-22.2926,19.3496,-19.4893
MKM,Physics (noah),0.05,3.5,736.7799,248.1574,147.038,6.8519,4.5052,-33.6309,16.3466,-38.6472
NHG,Physics (noah),0.05,3.5,153.0405,48.4521,34.0949,1.545,3.3481,1.346,2.8462,1.0817
NML,Physics (noah),0.05,3.5,1114.6146,426.1217,214.028,10.3084,4.3932,-34.4564,-3.5339,-40.1256
TLG,Physics (noah),0.05,3.5,1659.5718,725.9529,304.1343,12.3693,3.8475,-29.3494,-10.2535,-31.1345
MRC,Physics (noah),0.05,3.5,981.7033,396.4829,189.7156,7.8693,3.9515,-31.1432,-7.7786,-26.5202
MIL,Physics (noah),0.05,3.5,1450.1726,742.1799,285.0526,12.4906,3.2138,-22.6966,-12.3002,-37.1696
PNF,Physics (noah),0.05,3.5,1246.5112,665.9676,250.9466,12.1771,2.7036,-23.737,-22.2202,-34.8392
TRM,Physics (noah),0.05,3.5,350.625,140.8836,70.5808,3.7208,4.0478,-29.3422,0.8345,-25.004
SCC,Physics (noah),0.05,3.5,339.4065,128.5325,66.3597,5.681,4.1648,-14.0376,21.493,-12.2748
ISB,Physics (noah),0.05,3.5,1046.5137,461.8446,187.2951,14.9768,2.9096,-24.137,-3.8076,-25.73
SHA,Physics (noah),0.05,4.0,4774.3451,1410.3751,830.278,99.7644,3.2144,-11.9661,8.4458,-8.959
BND,Physics (noah),0.05,4.0,6485.1015,1854.4369,1198.5253,108.6734,2.9686,-11.1145,7.3312,-9.5144
ORO,Physics (noah),0.05,4.0,3870.6678,1047.9505,775.9312,44.6925,3.6198,-18.3843,10.641,-16.941
YRS,Physics (noah),0.05,4.0,2242.2621,666.238,415.8147,34.2504,3.7378,-24.5545,22.5355,-16.3879
FOL,Physics (noah),0.05,4.0,2561.5902,765.4443,513.5742,29.3996,3.42,-24.4161,19.1145,-20.7841
MKM,Physics (noah),0.05,4.0,731.6413,232.359,149.2129,6.5965,3.7764,-37.8562,18.0675,-40.9336
NHG,Physics (noah),0.05,4.0,151.1669,47.8408,33.6537,1.5256,2.0828,0.0674,1.5152,-0.188
NML,Physics (noah),0.05,4.0,1107.3405,392.8605,220.2146,9.8287,3.7119,-39.5724,-0.7455,-42.9119
TLG,Physics (noah),0.05,4.0,1649.4795,664.1301,307.2855,11.1303,3.216,-35.3661,-9.3236,-38.0322
MRC,Physics (noah),0.05,4.0,974.4301,365.5663,195.5213,7.7057,3.1813,-36.5125,-4.9565,-28.048
MIL,Physics (noah),0.05,4.0,1438.448,689.931,271.4095,11.8767,2.3793,-28.1387,-16.4977,-40.258
PNF,Physics (noah),0.05,4.0,1236.0757,618.3007,232.2605,11.3811,1.8438,-29.1956,-28.0119,-39.0991
TRM,Physics (noah),0.05,4.0,347.3487,132.6528,72.1318,3.6214,3.0756,-33.4702,3.0503,-27.0062
SCC,Physics (noah),0.05,4.0,336.6484,126.0218,66.2774,5.6072,3.3184,-15.7168,21.3424,-13.4154
ISB,Physics (noah),0.05,4.0,1035.9577,438.3994,191.3053,14.572,1.8715,-27.9881,-1.7481,-27.7374
SHA,Physics (noah),0.1,0.0,5483.1402,1899.6443,895.3821,128.4016,18.5375,18.5735,16.9493,17.1742
BND,Physics (noah),0.1,0.0,7546.5631,2487.7052,1321.2112,141.5063,19.8222,19.2389,18.3181,17.8235
ORO,Physics (noah),0.1,0.0,4436.7565,1525.8115,819.879,63.1782,18.7743,18.8322,16.9076,17.4139
YRS,Physics (noah),0.1,0.0,2511.9227,1020.078,386.2454,47.9168,16.2136,15.5147,13.8218,16.9746
FOL,Physics (noah),0.1,0.0,2940.8835,1193.1943,504.598,43.9074,18.7334,17.8222,17.0327,18.3066
MKM,Physics (noah),0.1,0.0,837.9431,438.9251,144.1748,13.2565,18.8543,17.3894,14.0811,18.7006
NHG,Physics (noah),0.1,0.0,187.668,59.4298,42.1484,1.8723,26.732,24.3077,27.139,22.4928
NML,Physics (noah),0.1,0.0,1270.4052,762.3623,252.0064,20.3835,18.9843,17.2623,13.5836,18.3938
TLG,Physics (noah),0.1,0.0,1905.7249,1206.4318,398.7414,22.2065,19.2505,17.4114,17.664,23.634
MRC,Physics (noah),0.1,0.0,1135.858,680.2887,235.1857,13.0551,20.2747,18.1451,14.3245,21.902
MIL,Physics (noah),0.1,0.0,1693.432,1146.7291,388.2299,23.3284,20.5274,19.4402,19.4435,17.3462
PNF,Physics (noah),0.1,0.0,1462.1634,1042.1743,384.885,22.2788,20.4718,19.3441,19.2934,19.2155
TRM,Physics (noah),0.1,0.0,414.6168,244.3231,83.8289,5.926,23.0373,22.5361,19.7614,19.4452
